ENROLLMENT ID - BUYER,ENROLLMENT STATE - BUYER,PROVIDER TYPE CODE - BUYER,PROVIDER TYPE TEXT - BUYER,NPI - BUYER,MULTIPLE NPI FLAG - BUYER,CCN - BUYER,ASSOCIATE ID - BUYER,ORGANIZATION NAME - BUYER,DOING BUSINESS AS NAME - BUYER,CHOW TYPE CODE,CHOW TYPE TEXT,EFFECTIVE DATE,ENROLLMENT ID - SELLER,ENROLLMENT STATE - SELLER,PROVIDER TYPE CODE - SELLER,PROVIDER TYPE TEXT - SELLER,NPI - SELLER,MULTIPLE NPI FLAG - SELLER,CCN - SELLER,ASSOCIATE ID - SELLER,ORGANIZATION NAME - SELLER,DOING BUSINESS AS NAME - SELLER
O20180801003561,WI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1831122431,N,525495,4284982638,ASCENSION LIVING - LAKESHORE AT SIENA INC,ASCENSION LIVING LAKESHORE AT SIENA,CH,CHANGE OF OWNERSHIP,2018-07-01,O20030616000022,WI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1831122431,N,525495,4880504935,ASCENSION ALL SAINTS HOSPITAL INC,WHEATON FRANCISCAN HEALTHCARE-LAKESHORE MANOR
O20180801003944,NJ,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1962996132,N,315314,0840548202,"HAZLET GARDEN GROUP, LLC",ANCHOR CARE AND REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,2018-06-11,O20091002000089,NJ,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1194852327,N,315314,8628114899,HAZLET MANOR ASSOCIATES,
O20180802002008,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1851896419,N,365466,8325396625,"THE LAURELS OF HEATH, LLC",THE LAURELS OF HEATH,CH,CHANGE OF OWNERSHIP,2018-07-01,O20041230000196,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1750365920,N,365466,8527026004,"CHS - HEATH, INC",HEATH NURSING CARE CENTER
O20180802002434,UT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1184118390,N,465129,7012158496,CANYONLANDS HEALTH CARE SPECIAL SERVICE DISTRICT,PARKWAY HEALTH CENTER,CH,CHANGE OF OWNERSHIP,2018-05-24,O20060112000576,UT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1336144153,N,465129,6608899968,MOUNTAIN VIEW NURSING AND REHABILITATION,PARKWAY HEALTH CENTER
O20180802002586,UT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1174017396,N,465144,7012158496,CANYONLANDS HEALTH CARE SPECIAL SERVICE DISTRICT,SEASONS HEALTHCARE AND REHABILITATION,CH,CHANGE OF OWNERSHIP,2018-05-24,O20140505001851,UT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1982027587,N,465144,9830322569,SEASONS HEALTHCARE & REHABILITATION,SEASONS HEALTH AND REHABILITATION
O20180803002829,IN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1972550036,N,155324,4880505528,HENDRICKS COUNTY HOSPITAL,MITCHELL MANOR,CH,CHANGE OF OWNERSHIP,2018-08-01,O20060131000431,IN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1972550036,N,155324,1254345176,"MITCHELL MEDICAL INVESTORS, LLC",MITCHELL MANOR
O20180806001257,NE,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1932107711,N,285150,5395093439,"KISMET CDR, LLC",CREST VIEW CARE CENTER,CH,CHANGE OF OWNERSHIP,2018-09-01,O20121130000559,NE,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1932107711,N,285150,8820240674,CHADRON HEALTHCARE LLC,CREST VIEW HEALTHCARE COMMUNITY
O20180806002214,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1174027619,N,366021,1557619624,SHAKER GARDENS OPCO LLC,SHAKER GARDENS NURSING AND REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,2018-05-16,O20110808000430,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1114211216,N,366021,1557530607,"MFF SOMERSET, L.L.C",SHAKER GARDENS NURSING & REHAB CENTER
O20180807003773,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1790261014,N,056475,8022366095,"RMBB, LLC",VISTA POST ACUTE,CH,CHANGE OF OWNERSHIP,2018-05-26,O20070926000830,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1689867301,N,056475,7113012832,BAYVIEW CARE INC,HILLTOP CARE CENTER
O20180808000630,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1003289646,N,455416,9133029077,OLNEY-HAMILTON HOSPITAL DISTRICT,CARADAY OF FT. WORTH,CH,CHANGE OF OWNERSHIP,2018-04-01,O20160419002819,NJ,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1003289646,N,455416,2062710304,TRINITY HC OPERATOR LLC,TRINITY HEALTHCARE RESIDENCE
O20180808000917,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1770077463,N,265112,7113275116,"FLORISSANT HEALTHCARE, LLC",FLORISSANT VALLEY HEALTH & REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,2018-08-08,O20080107000298,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1255373957,N,265112,2769562545,MANOR CARE OF FLORISSANT MO LLC,MANORCARE HEALTH SERVICES
O20180809000673,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1396240958,N,365379,3971851858,"THE LAURELS OF WALDEN PARK, LLC",THE LAURELS OF WALDEN PARK,CH,CHANGE OF OWNERSHIP,2018-07-01,O20130613000472,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1053315945,N,365379,5597776609,"KARL HC, LLC",VILLA ANGELA CARE CENTER
O20180809000841,AR,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1639666274,N,045356,7618223827,SILOAM HEALTHCARE LLC,,CH,CHANGE OF OWNERSHIP,2018-06-01,O20080401000366,AR,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1033141841,N,045356,9032295027,"CRONE HEALTH CARE, INC.",SILOAM SPRINGS NURSING AND REHABILITATION CENTER
O20180809004656,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1740771641,N,185455,6305194119,LAKE FOREST POST ACUTE LLC,VALHALLA POST ACUTE,CH,CHANGE OF OWNERSHIP,2018-06-01,O20060120000059,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1912996539,N,185455,7810911658,"NEW OAKLAWN INVESTMENTS, LLC",OAKLAWN HEALTH & REHABILITATION CENTER
O20180809006116,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1023594280,N,395782,2466700216,FAIRVIEW CARE CENTER OF BETHLEHEM PIKE SNF LLC,FAIRVIEW NURSING AND REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,2018-08-01,O20080305000596,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1609058007,N,395782,3476638115,184 BETHLEHEM PIKE OPERATIONS LLC,FAIRVIEW CARE CENTER OF BETHLEHEM
O20180814001921,MI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1649769282,N,235032,5092064733,IONIA SNF LLC,SKLD IONIA,CH,CHANGE OF OWNERSHIP,2018-07-11,O20080131000427,MI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1831130137,N,235032,5395827117,HEARTLAND OF IONIA MI LLC,HEARTLAND HEALTH CARE CENTER-IONIA
O20180815000576,MI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1235628868,N,235365,1355690959,LIVONIA SNF LLC,SKLD LIVONIA,CH,CHANGE OF OWNERSHIP,2018-07-11,O20080129000246,MI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1942249818,N,235365,4385726496,HEARTLAND-DORVIN OF LIVONIA MI LLC,HEARTLAND HEALTH CARE CENTER - LIVONIA NE
O20180815001386,MI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1154810794,N,235206,0840549465,WHITEHALL SNF LLC,SKLD WHITEHALL,CH,CHANGE OF OWNERSHIP,2018-07-11,O20080204000021,MI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1376584086,N,235206,7517049265,HEARTLAND OF WHITEHALL MI LLC,HEARTLAND HEALTH CARE CENTER-WHITEHALL
O20180815002089,IN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1548329766,N,155208,1557271665,DAVIESS COUNTY HOSPITAL,APERION CARE HANOVER,CH,CHANGE OF OWNERSHIP,2018-04-01,O20120118000083,IN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1548329766,N,155208,4082523170,WITHAM MEMORIAL HOSPITAL,HANOVER NURSING CENTER
O20180815002191,MI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1447749080,N,235351,5597014126,PLYMOUTH COURT SNF LLC,SKLD PLYMOUTH,CH,CHANGE OF OWNERSHIP,2018-07-11,O20080204000121,MI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1700828357,N,235351,0042392706,HEARTLAND-PLYMOUTH COURT MI LLC,HEARTLAND HEALTH CARE CENTER-PLYMOUTH
O20180817000233,MI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1740779370,N,235261,5092064550,GREENVIEW SNF LLC,SKLD LEONARD,CH,CHANGE OF OWNERSHIP,2018-07-11,O20080204000047,MI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1568404259,N,235261,6305928052,HEARTLAND-GREENVIEW MI LLC,HEARTLAND HEALTH CARE CENTER-GREENVIEW
O20180817000839,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1689179798,N,555304,4880943257,ARBOR POST ACUTE LLC,ARBOR POST ACUTE,CH,CHANGE OF OWNERSHIP,2018-04-01,O20041228000206,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1306894258,N,555304,0446218275,"EVERGREEN AT CHICO, L.L.C.",TWIN OAKS POST ACUTE REHAB
O20180817001257,MI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1366931909,N,235004,0446509822,KNOLLVIEW SNF LLC,SKLD MUSKEGON,CH,CHANGE OF OWNERSHIP,2018-07-11,O20080131000170,MI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1679514970,N,235004,0042392946,HEARTLAND-KNOLLVIEW MI LLC,HEARTLAND HEALTH CARE CENTER-KNOLLVIEW
O20180817002860,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1558858951,N,105277,2860741279,STUART REHAB AND HEALTHCARE LLC,STUART REHABILITATION AND HEALTHCARE,CH,CHANGE OF OWNERSHIP,2018-08-08,O20100611000770,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1114097839,N,105277,5991835258,STUART OPERATING CORP,STUART NURSING AND RESTORATIVE CARE CENTER
O20180820000028,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1558862789,N,366150,4183973514,ASTORIA PLACE OF CINCINNATI LLC,ASTORIA PLACE OF CINCINNATI,CH,CHANGE OF OWNERSHIP,2018-06-29,O20021007000001,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1679557839,N,366150,2466369020,"CHS - OHIO VALLEY, INC",GLENCARE CENTER
O20180820001136,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1932685880,N,105666,3870842123,LANIER REHABILITATION CENTER LLC,LANIER REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,2018-11-15,O20150416000473,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1265837314,N,105666,8820316151,LANIER TERRACE LLC,LANIER TERRACE
O20180820001798,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1104360098,N,105410,7911256276,PSL REHABILITATION AND HEALTHCARE LLC,PORT ST. LUCIE REHABILITATION AND HEALTHCARE,CH,CHANGE OF OWNERSHIP,2018-08-08,O20100611000702,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1730259466,N,105410,5395875645,PORT ST LUCIE OPERATING CORP,
O20180821000010,MD,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1447749395,N,215168,8224387543,LAYHILL SNF LLC,,CH,CHANGE OF OWNERSHIP,2018-08-01,O20080229000164,MD,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1760664239,N,215168,5193809184,3227 BEL PRE ROAD OPERATIONS LLC,LAYHILL CENTER
O20180821001806,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1952354318,N,675011,7012288541,SLP JACKSONVILLE LLC,JACKSONVILLE HEALTHCARE CENTER,CH,CHANGE OF OWNERSHIP,2018-09-01,O20150417001008,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1952354318,N,675011,6002054764,FANNIN COUNTY HOSPITAL AUTHORITY,JACKSONVILLE HEALTHCARE CENTER
O20180822000014,NJ,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1639668890,N,315445,4880943083,LCS BRIDGEWATER OPERATIONS LLC,THE ARBOR AT LAUREL CIRCLE,CH,CHANGE OF OWNERSHIP,2018-07-13,O20080228000775,NJ,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1205917903,N,315445,9830184837,FRIENDS RETIREMENT CONCEPT'S INC.,
O20180822000085,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1144721234,N,365476,1052660263,ASTORIA PLACE OF SILVERTON LLC,ASTORIA PLACE OF SILVERTON,CH,CHANGE OF OWNERSHIP,2018-06-29,O20040903000886,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1790769933,N,365476,3779559430,"CHS - GARDEN GATE, INC",SILVERTON POINTE NURSING & REHABILITATION
O20180823000617,MD,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1366931206,N,215164,2769731876,SHADY GROVE SNF LLC,,CH,CHANGE OF OWNERSHIP,2018-08-01,O20101230000065,MD,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1609184753,N,215164,0143418459,9701 MEDICAL CENTER DRIVE OPERATIONS LLC,SHADY GROVE CENTER
O20180823000908,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1619467842,N,455457,7719886282,CORYELL COUNTY MEMORIAL HOSPITAL AUTHORITY,FT WORTH WELLNESS & REHABILITATION,CH,CHANGE OF OWNERSHIP,2018-08-16,O20080107000810,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1912940701,N,455457,3971683624,MANOR CARE OF FORT WORTH TX (NW) LLC,HEARTLAND HEALTH CARE CENTER-FT. WORTH
O20180824000058,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1649760877,N,455494,7719886282,CORYELL COUNTY MEMORIAL HOSPITAL AUTHORITY,GLENVIEW WELLNESS & REHABILITATION,CH,CHANGE OF OWNERSHIP,2018-08-16,O20080108000251,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1942243738,N,455494,1254411945,MANOR CARE OF FORT WORTH TX (NRH) LLC,HEARTLAND HEALTH CARE CENTER-NORTH RICHLAND HILLS
O20180829002549,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1457846453,N,105700,0840540613,CARROLLWOOD REHABILITATION CENTER LLC,NORTHDALE REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,2018-09-19,O20080131000214,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1649227414,N,105700,3971685876,"MANOR CARE - CARROLLWOOD OF TAMPA FL, LLC",MANOR CARE HEALTH SERVICES - CARROLLWOOD
O20180829004695,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1366932592,N,455798,7719886282,CORYELL COUNTY MEMORIAL HOSPITAL AUTHORITY,BEDFORD WELLNESS & REHABILITATION,CH,CHANGE OF OWNERSHIP,2018-08-16,O20080218000268,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1740225465,N,455798,8224111018,HEARTLAND OF BEDFORD TX LLC,HEARTLAND HEALTH CARE CENTER (BEDFORD)
O20180830000976,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1154812089,N,675217,2668729468,LOH ELKHART LLC,ELKHART OAKS CARE CENTER,CH,CHANGE OF OWNERSHIP,2018-07-01,O20051115000175,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1033191879,N,675217,5496774945,"PINNACLE HEALTH FACILITIES OF TEXAS VIII, LP",ELKHART OAKS CARE CENTER
O20180831001865,NC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1578059085,N,345010,7315297942,ACCORDIUS HEALTH AT ASHEVILLE LLC,BEAR MOUNTAIN HEALTH AND REHABILITATION,CH,CHANGE OF OWNERSHIP,2018-08-01,O20170731001497,NC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1750815353,N,345010,0648541318,COMPLETE CARE AT ASHEVILLE LLC,
O20180904000998,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1104269448,N,676348,5890056527,UPTOWN FS LLC,MADISON MEDICAL RESORT,CH,CHANGE OF OWNERSHIP,2018-09-01,O20130806000026,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1104269448,N,676348,8527200427,SHG ODESSA INC,MADISON MEDICAL RESORT
O20180904001034,AR,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1497246979,N,045271,0648520106,OR OPS INC,OAK RIDGE HEALTH AND REHABILITATION,CH,CHANGE OF OWNERSHIP,2018-08-01,O20100319000819,AR,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1053318485,N,045271,8426183146,BLM CO. INC.,OAK RIDGE NURSING HOME
O20180905000405,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1356831580,N,455799,7719886282,CORYELL COUNTY MEMORIAL HOSPITAL AUTHORITY,AUSTIN WELLNESS & REHABILITATION,CH,CHANGE OF OWNERSHIP,2018-08-16,O20080218000422,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1154364909,N,455799,3173606977,HEARTLAND OF AUSTIN TX LLC,HEARTLAND HEALTH CARE CENTER
O20180905002008,SC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1740770551,N,425158,8224388681,RIDGEWAY MANOR HEALTHCARE CENTER LLC,RIDGEWAY MANOR HEALTHVARE CENTER LLC,CH,CHANGE OF OWNERSHIP,2018-08-01,O20160826000201,SC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1912352519,N,425158,7012209711,BLUE RIDGE IN THE FIELDS LLC,BLUE RIDGE IN THE FIELDS
O20180907001181,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1770080749,N,365320,5193075406,SAPPHIRE HEALTH CARE LLC,REGENCY CARE OF COPLEY,CH,CHANGE OF OWNERSHIP,2018-06-01,O20140821001787,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1669892741,N,365320,2567680291,CARDINAL COPLEY INC,SAPPHIRE HEALTH AND REHAB
O20180907002687,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1922590603,N,395590,6901156140,LITITZ REHABILITATION NURSING LLC,KADIMA REHABILITATION & NURSING AT LITITZ,CH,CHANGE OF OWNERSHIP,2018-08-29,O20160924000026,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1316308968,N,395590,3971890518,"MAYBROOK-P AUDUBON OPCO, LLC",THE GARDENS AT LITITZ
O20180911003275,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1508358292,N,395484,6709136898,"LUZERNE REHABILITATION & NURSING, LLC",KADIMA REHABILITATION & NURSING AT LUZERNE,CH,CHANGE OF OWNERSHIP,2018-08-29,O20160922000281,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1619338266,N,395484,5799072591,MAYBROOK-P BUTLER VALLEY OPCO LLC,THE GARDENS AT BUTLER
O20180912001015,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1982196671,N,395827,2567712581,"POTTSTOWN REHABILITATION & NURSING, LLC",KADIMA REHABILITATION & NURSING AT POTTSTOWN,CH,CHANGE OF OWNERSHIP,2018-08-29,O20160921002771,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1437510096,N,395827,2668769449,MAYBROOK-P COVENTRY OPCO LLC,THE GARDENS AT POTTSTOWN
O20180912001556,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1407348188,N,395846,4183974124,CAMPBELLTOWN REHABILITATION & NURSING LLC,KADIMA REHABILITATION & NURSING AT CAMPBELLTOWN,CH,CHANGE OF OWNERSHIP,2018-08-29,O20160920001053,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1558722140,N,395846,5698062651,MAYBROOK-P TWIN OAKS OPCO LLC,THE GARDENS AT CAMPBELLTOWN
O20180913000704,MD,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1811489511,N,215082,4385993468,"PIKESVILLE OPERATOR, LLC",AUTUMN LAKE HEALTHCARE AT PIKESVILLE,CH,CHANGE OF OWNERSHIP,2018-08-01,O20170707001759,MD,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1659811123,N,215082,9133498066,BRINTON WOODS OF PIKESVILLE LLC,BRINTON WOODS HEALTH AND REHABILITATION CENTER OF PIKESVILLE
O20180913003275,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1538651229,N,395506,6002166964,PALMYRA REHABILITATION & NURSING LLC,KADIMA REHABILITATION & NURSING AT PALMYRA,CH,CHANGE OF OWNERSHIP,2018-08-28,O20161006002486,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1851752430,N,395506,9739477761,"MAYBROOK-P PALMYRA OPCO, LLC",THE GARDENS AT PALMYRA
O20180914000163,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1437637980,N,366175,2668722539,CARECORE AT THE MEADOWS LLC,,CH,CHANGE OF OWNERSHIP,2018-08-01,O20050128000190,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1851387807,N,366175,9436109345,"MEADOWS HCC, INC",MEADOWS HEALTH CARE CENTER
O20180914000596,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1922586650,N,365529,1658621537,GARDEN PARK HEALTH CARE CENTER LLC,,CH,CHANGE OF OWNERSHIP,2018-08-01,O20050128000129,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1477549400,N,365529,1052361961,"GARDEN PARK CC, INC.",GARDEN PARK HEALTH CARE CENTER
O20180918001586,IN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1700833670,N,155266,4880505528,HENDRICKS COUNTY HOSPITAL,LIFE CARE CENTER OF FT WAYNE,CH,CHANGE OF OWNERSHIP,2018-08-01,O20070714000246,IN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1700833670,N,155266,6608783543,"LIFE CARE CENTERS OF AMERICA, INC.",LIFE CARE CENTER OF FORT WAYNE
O20180918003737,OK,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1043798069,N,375561,1557612306,"SA OPERATIONS, LLC",ST ANNS SKILLED NURSING AND THERAPY,CH,CHANGE OF OWNERSHIP,2018-08-01,O20140501000397,OK,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1871610709,N,375561,6608009477,ST ANNS HOME,
O20180919002570,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1427539998,N,056391,9830440551,DYNASTY VALLEY LLC,GOLDEN EMPIRE,CH,CHANGE OF OWNERSHIP,2018-07-31,O20120420000659,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1710089255,N,056391,7012178841,GOLDEN EMPIRE NURSING & REHAB CENTER LP,
O20180920000101,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1366936197,N,105609,1658622311,"5901 NW 79TH AVENUE OPERATIONS, LLC",NSPIRE HEALTHCARE TAMARAC,CH,CHANGE OF OWNERSHIP,2018-09-19,O20080208000371,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1295782530,N,105609,6800979261,HEARTLAND OF TAMARAC FL LLC,HEARTLAND OF TAMARAC
O20180920000707,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1689168411,N,105641,2365793932,"9400 SW 137TH AVENUE OPERATIONS, LLC",NSPIRE HEALTHCARE KENDALL,CH,CHANGE OF OWNERSHIP,2018-09-19,O20080211000159,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1770530131,N,105641,7517040827,HEARTLAND OF KENDALL FL LLC,HEARTLAND HEALTH CARE CENTER-KENDALL
O20180920001669,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1619459351,N,395290,5698026284,PLEASANT ACRES OPERATING LLC,PLEASANT ACRES REHABILITATION AND NURSING CENTER,CH,CHANGE OF OWNERSHIP,2018-10-03,O20051223000136,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1790757607,N,395290,5991727596,COUNTY OF YORK,PLEASANT ACRES NURSING & REHABILITATION CENTER
O20180920002003,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1902390727,N,105680,4082965686,"2599 NW 55TH AVENUE OPERATIONS, LLC",NSPIRE HEALTHCARE LAUDERHILL,CH,CHANGE OF OWNERSHIP,2018-09-19,O20080222000077,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1831146026,N,105680,2365526878,HEARTLAND OF LAUDERHILL FL LLC,HEARTLAND HEALTH CARE CENTER - LAUDERHILL
O20180920002456,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1316431133,N,105709,3072864685,"5725 NW 186TH STREET OPERATIONS, LLC",NSPIRE HEALTHCARE MIAMI LAKES,CH,CHANGE OF OWNERSHIP,2018-09-19,O20080211000504,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1699722868,N,105709,9133202385,HEARTLAND-MIAMI LAKES OF HIALEAH FL LLC,HEARTLAND HEALTH CARE CENTER-MIAMI LAKES
O20180920003257,IL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1841786910,N,146173,6709137334,MONARCH LANDING OPCO SL-VII LLC,THE SPRINGS AT MONARCH LANDING,CH,CHANGE OF OWNERSHIP,2018-08-03,O20140828001120,IL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1992115158,N,146173,9830317130,NAPERVILLE SENIOR CARE LLC,THE SPRINGS AT MONARCH LANDING
O20180921000491,IA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1457359200,N,165145,5193076743,KISMET SUX LLC,EMBASSY REHAB AND CARE CENTER,CH,CHANGE OF OWNERSHIP,2018-09-01,O20121130000509,IA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1457359200,N,165145,4789832270,SERGEANT BLUFF HEALTHCARE LLC,EMBASSY HEALTHCARE COMMUNITY
O20180924000529,NC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1528544145,N,345177,7315298841,"PINEHURST OPCO, LLC",THE GREENS AT PINEHURST REHABILITATION & LIVING CENTER,CH,CHANGE OF OWNERSHIP,2018-07-26,O20080219000455,NC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1790727394,N,345177,3678656360,MANOR CARE OF PINEHURST NC LLC,MANORCARE HEALTH SERVICES-PINEHURST
O20180924000939,NE,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1982183968,N,285119,7911258520,METHODIST FREMONT HEALTH,DUNKLAU GARDENS,CH,CHANGE OF OWNERSHIP,2018-10-01,O20080425000169,NE,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1750320859,N,285119,0244133106,FREMONT HEALTH,DUNKLAU GARDENS
